id,chain_length,derivation_chain
tLumGkEEZ6YLPGqpZ,2,tLumGkEEZ6YLPGqpZ -> xgXRHrEwTo5dRpM4r
73MWN2LncdHtAN33w,39,73MWN2LncdHtAN33w -> jLHf7WWKi4AgKLd7M -> XaMniAY6P3sN47Hrz -> Qy5r8eqNQLL3gM5dB -> vqGqFmxSpPkwf4Rmg -> xyY4tsvKrEbvjT8Ym -> qsYzmaLqWQZNxuNBc -> FN5h5HQ3zp9zm7tiN -> BsT5yrhAb6s8StRDj -> XnsDMej54WoRhKgbr -> qxgAtAx8rP9nj6wen -> cHA8AiWRbr6HcMg8Q -> AALc8LqnwZT85apAz -> RRiv6EtqMDwjrppXQ -> ywiauQbgzjbSzGf6D -> ovNvkuwmhdxwfp2eP -> Lccg6gFZLBw2547Yc -> 9HkGv2pCbwFa9Hwdo -> sbTN8QjW5ziKQDCvE -> qd2zFbXg9LvBZqtAo -> QuLaCvibBmf7KWgij -> YfX3EdaLA2xxku2iE -> 3fsxWifrAEZuDL6cB -> vzrQmQ8n8KwiWqgSK -> judv6RpcYNpRir9Qu -> zbPontNr9WC4pWHPH -> 23s5wcMQG5m8TzRea -> P9c2XpYFTdtmSD6bg -> Fn7t2QYYTd4Tywbvc -> hMCMbWA34tdGficsP -> rHPqhPeE3CwGPxNMw -> NMpt5aZZ3bTuhn64q -> kZHHDsXGsyL5ZzbfN -> nFAeQjbGJWjb84Hzq -> yq3mPjNqJaDeSktE5 -> YxK4hKbpEG69Hk5Qi -> m4XYiEdPDgMhLncz6 -> MuJemqtZ8WSShrKkD -> aTwuoJgesSd8hXXEP
Q4HaYEwP4QZJ7DMEA,22,Q4HaYEwP4QZJ7DMEA -> CKrsfTzoe5zeNtCuj -> KNLfAiJk4kxGKxF9r -> RyMmfM7dEfvjqq7QA -> iFwZAqhEJHjTjHChm -> NdPiHRv8EZ2xYpRQz -> QTstqk5Fv6A4M9Waw -> sv5qRt6Hw4Emojjn9 -> hP3uZhJaBhsp3ukxM -> tntCW9AHKBeyBuKeL -> NswLPut6gwyjhhYHZ -> Zp5Z9Ev3FY8w2LHbZ -> G84SFogMZ9YLQRfWn -> ChaK6743DgqXe94AF -> dHp9bcdJAqk5fHd4Y -> tn4DHHQ84NreWGiDR -> 6F5qt7yJ7wcewt67u -> 7TR6pGmEprRf5hqWa -> jznMAxKT3TBpCe6LQ -> dhC5sMYCRWZ8wmPYp -> iM5Dh4Hr9tDQA9ck5 -> aTwuoJgesSd8hXXEP
vKzWXwFu4udY8T3QN,29,vKzWXwFu4udY8T3QN -> EwtsmW44Fsdra8sjR -> HCESs9SeJo4aNNvKc -> XNj2pNhJ4WbyT7ncR -> 9RMopyPZFHpbNwmeg -> Q7QDE3snSTtKgcuw7 -> rpYH4QZgK8PjBMHBf -> MR6yaxNbK63bM4NR5 -> YJxgA3Jj572p9vTdJ -> p8dTnSwJDZv6Xx7WC -> Bc9GqLB4FnZoWsQBs -> mdbEH3WWjJHmqYTwe -> aPGdmmzB5kuftyfbk -> RP42WrTmmS84zxQJy -> wWMHADFcMzSuZzFHf -> RS6wuq9k2b9SYheb9 -> qu5BGJfseybfFkv5u -> W8zfEFhex44Ldxdsw -> 9hsZd4Xj9e6CCnx2L -> WMM3AkgH8rp9fuGDN -> CKcQntBSrrXK4vXpz -> oimkpBD8bxNMdouhW -> tbepwtRHHzs5wCzS7 -> adPK4gkPwzN5s8xjt -> vEWm64AateM7QJRF7 -> q5g8SZQDScitvR5wG -> NB2FmrpZhDS7LvBe7 -> Fgq4GDJSix99WC2mh -> aTwuoJgesSd8hXXEP
gftomdSEvsNd6pjQA,33,gftomdSEvsNd6pjQA -> au37xY9PF7fwLK8jS -> 7f296WQnqC39fmXZT -> qAqmoZrk9eFvtN7xb -> bXQKmMvBHjuJinTqA -> GFCbG3BvrWYMaLayi -> LLuQ6vgYSmoYFdmwv -> j9FLgxxha3a29gbSa -> 5SdZjcyR8Mfmwjqe7 -> wApCLXumcXfh32pD4 -> hkhYb74MFaJnxGnKj -> KwppmGf2wvhh5K8XC -> kd3mm6bvNDgQmaBNP -> xht5NkEoSLtEXkj2e -> xpzS8bGuerMBZZnt5 -> dFZCoLJNEFiCzqnnG -> LueAHvuZffhiuZWw8 -> dMrzt2Ykh8KuG3q5g -> EYR4cK3XzAZEjBiJ5 -> u7tTSwMPH7eJc3T25 -> pNas5RuSka4qEHW7q -> 6z4FYycAu955ytuGK -> zfK2xeThEgie35mqa -> RsCqkr9CfFuk3mu7J -> yYAKJdcEaRpgHWeo2 -> YPhMLak48LezDk34Q -> XbYWaDWFJEr7JDq9C -> MXALHq2ocDy2yYc3x -> Ckq8npbm4bQpj2q2Q -> B9SK2L4s6JYSK9Fjs -> JFW89Ge4gD7xJjTdB -> sxdT8wTTgdRgQBzn7 -> aTwuoJgesSd8hXXEP
5GCr5SNHcZpRqWv9n,30,5GCr5SNHcZpRqWv9n -> 87ZYoB9wrcaPBcGbd -> FK7WdwT2v3tB2rKXH -> HZjzzxmymB3ePZYnA -> D2cdZfYyJY4cxYSTM -> AGDbMiEvATH8irSt2 -> LyRhEzZoJvGs7H8Yg -> SfkdhBgK9CFgoAKHt -> D8G5QFs89imPCurcq -> P22SjpcYfpDwL3bws -> vXs8cknd3SMdpjxFp -> v3njhj5A7iMfwF8s9 -> 5GzpWKdS2rX6p8p2h -> Lso64zG6aJ4Z4LS3g -> t9izwtrq7WXCEKfpP -> MtoMqwYEHwjKXs3by -> aktWbERAB4s5Mzkqw -> S2AYxxCLW2rAN2Map -> WeE2hkDdYmfKDqcn9 -> rdtx5QTFdwkMmyEa2 -> wwCYdo5EqKTWqGCo3 -> j3qw8uzir8ht7pkuo -> SjoMF5LeaWBRNSvL6 -> rWa8r5qvtni5jQodP -> AHrzdhaPPwiwMjXzu -> kg4sbj2RtmeepemPv -> W28uqYncBE3HA73sZ -> FKsGJvfPT3JRmWkeN -> We8HD2YX2fTdRNGDc -> aTwuoJgesSd8hXXEP
uLdpB4cn78S4RuznZ,5,uLdpB4cn78S4RuznZ -> iqFp3FvjXZa5ZfNNv -> Bw22Phdo3E2m8fpuC -> WcAo9wWdizAMbf5qZ -> aTwuoJgesSd8hXXEP
YzwiojHYt2NaPgoXJ,39,YzwiojHYt2NaPgoXJ -> WFPFZZrqw98jgQ37W -> 7Yaacv3YFTCSMQ7fj -> 7WeDg9ivoBy6fM2os -> RbjjFNhPeX4Z7WbhE -> q9yXFZdL5WgLJj9cM -> cd2T4sXgmrNCFFRtC -> Ax7JGfdTjmKDizeGK -> b2zmAg82hN2rfin6d -> siLvCru9NHmyJXkqS -> 37xWW4ezWnF4jdaAG -> YFrAH6T5iATL4xdEp -> T5Ryyhdg4922XT4bb -> AKSWyuxZCv3LAAsKv -> YoDcFrhpWJFhspeNv -> hoChFjXzEbDidaiPW -> cPCiGHNxhLzWdmkJz -> wAGs44ZP4YMxjs5fw -> iCdP3wE2Rf56vtc8L -> gGNoyXpiiQ4uo7WoN -> 9YWNASdSJyRGxgSMP -> wb9mrPiBieKbZF4ni -> b3HGckGggYuTr47mj -> a2dsvLJthuvF7Q3aH -> Qa59ctfP8DdpytXi2 -> FpZWfRqGCQYixnJtH -> HqonFNcjZT27RckKh -> pCSAiFeuunppYJXaK -> oCPysNsEAX9TH2Dj7 -> oFHi7eex3RWCjaYA6 -> io7CXgr4ufhaPcJ8x -> NbPzaJvpE6Jkpq2kr -> xqcQFCJaFYh2RKbj5 -> ckzirm2Z7t6SFh8nJ -> QnZR8rWNLTmXuDdAf -> 5Z6zYLfctDeoqpYyn -> Xg4seAgbavfjCPGAu -> txAFEE46kDFHERLTc -> aTwuoJgesSd8hXXEP
pMTpLMQKgvEuMKJyq,35,pMTpLMQKgvEuMKJyq -> MLQiR7MdiSjWWvQhf -> QEEdtuXJpJB37Gh6c -> cSpXeFke2BgjwTgDS -> pMiCopzfmQeN982z8 -> HPggQTduXtCuDTCBT -> 9XfwaBoDbGjAri8Ky -> J9bsavvkdGiseXRya -> uSN5cpGtogwQtqsSL -> gxg2CXmuKBKqwrZgC -> DNXm7yBPf4RHQ296J -> ab9Gk2guJZa3b3hR4 -> uBoTdjwnjuixvK5XH -> e7ce9ZPijvDD8N6PZ -> XAdGeXqYsz7XwbveH -> KXPSNXZNLNPTmcFZB -> cHX8T7nQQErw7szgS -> mYyYPgaNZgHfRY4of -> PnGrZKMA5Tbep4nn8 -> 8LeEsGKKHZoEDYeNS -> deoG6G9RnR8nrPRTW -> HL84JR6aXLR8risfj -> QkymRXWNj8GEXrr9T -> fWEC4ZwXuvoNzCmD4 -> jc7Tw8q8dfzdzcFaz -> tcaoySQtg5SPGwHKM -> MjtFXKmJNug6boWcC -> W7eGvPBD3NmYin6BS -> nbRegZwtJE8icNrfF -> 6wnwDZCeEFNYCWjT8 -> pxFNYw2p8eaLXeNXF -> pea33oDmXiHAaZX3G -> G8kgEEdXwy4vrbuq9 -> J3HBZJfNh3Eu8SRdb -> aTwuoJgesSd8hXXEP
aGtAQ9MiZdCXkpkMi,2,aGtAQ9MiZdCXkpkMi -> aTwuoJgesSd8hXXEP
Dg8piwFmEQYGKeemE,23,Dg8piwFmEQYGKeemE -> Pmfj7JjqyktDcTjjy -> LPvMzWDiYDdSaGtSu -> MHz9pTtqJz24j6kEg -> z9HLtTq3RBEZgq6Zr -> MH2kc7754xAobzoGd -> Qu4jZWJjSG3nxzFXZ -> 6Be2yxMpgmcojxeqJ -> FTZ8wZXNBPYPf6Rum -> ytfGYha8FMaFhQMgD -> PEw9JkT7zoNJaHGDk -> cp9jcKMpGY38iTFaj -> PmN2ucRS6b9zphTqn -> HKadbHrXJzepz3AFg -> wmTauyJw67qiJEDnm -> dfxAgqC2E4dJupzW6 -> umPYL59ypeBd6WTsk -> K6fFApZPuH3ByScnK -> L4pgk8htXtbnuaLpC -> kHStm8cKscJryJP5J -> oWcTjeRiSMtp3EeKu -> NTRwDsmDXjoCAjWFZ -> aTwuoJgesSd8hXXEP
YBjc5iymWYqxbAMCt,9,YBjc5iymWYqxbAMCt -> jhH8mJYTDBKKSi4Cw -> 5p4c3sJwqaoKAjC5H -> q6RvZnvjJT3vCSjjk -> MwcqmFqdkwcZwL4Bu -> GWibovewmbZGapcQG -> WYiKLFje2xNCgWjSw -> k7ggyX43M3dCfSedh -> xgXRHrEwTo5dRpM4r
8MLpokuCGBx5qjrHe,2,8MLpokuCGBx5qjrHe -> xgXRHrEwTo5dRpM4r
RfLvB53F8m9T2gBnc,49,RfLvB53F8m9T2gBnc -> CdX3A3vEgmivfrubC -> zW8hY5fWujhbyFXBu -> gdwqGrZEpAkLdPypq -> 4WqwExSLpkRy4nr9L -> X3DeMMFb9RM4oRYQB -> zisWMDxZHqmu95rYK -> edqLguTBEc5CW8dDH -> DiDPmohGBXrMXb2qN -> 9gfB9Jwu9JQpGbTrC -> pR46P48qp8MmpnDYL -> 4zzCsquSSiTsE6umH -> CF4uhgdvRNfWKLXA8 -> Mkm42HqWZPjHcb9rY -> rvh4h6vWSv3TtvpQ2 -> xGoupsiK9KLHS2bTB -> M2fEWAMDwNduyz9Gy -> R8mptx5hhtsFYzRCo -> 6m9H8tioGJbLawSFZ -> 6W9HpN4iCHv5Sp3AA -> 6ke2t9gNYiz3bXSFt -> b5pXcAXbAouf2M8GH -> kv8c4sq6R99jRjPyJ -> u2tNZtuFht7NY7Jtk -> AwzL9YQv8fNp3FNTR -> gjDh5SqaErqwD2PWd -> kRNet7kBYzjbvasS2 -> PRmeRjB9CavPxe3JP -> ugp4Pb39SYLijfXhy -> bxhQKzTPbYsii9em3 -> n7xpN9WmtkQ5m3LJX -> Th8oNaqSbdiTTPv2a -> nCwP8mxSwhz89vtmF -> tYCBTGbesXY8iqqog -> CFPx32oKdbhWdiXRs -> WjKvtvvJNZpMtdDCa -> 7Luhvq39YPhXA4FHv -> B2vwo3LbYHAQQoJQQ -> yyi2HhTvdFw8kgHch -> KoBwovCQJZtuy2jYB -> dBFWWyxmn7rxS4HqM -> uynQ4WsYbgCeofNvM -> qyg3qzNDiTpxzC2LM -> Bx8XrsF9iovcyHriz -> 3P4h4nW9CSsFheJXJ -> KHKS9nwcXh44F3NEG -> GWSZ7DeSRGkgRSoYc -> edWAyHjZnc6xFzanz -> aTwuoJgesSd8hXXEP
ThH3uSXLqzKJGW2iD,5,ThH3uSXLqzKJGW2iD -> boYXyPYumFKBEKniC -> 7fpbsjz7j8GpcS28p -> B59LvReqNZKpnEPTw -> aTwuoJgesSd8hXXEP
qqnxCmY8mW6eWucyL,3,qqnxCmY8mW6eWucyL -> 5AWRuSHfoj8NrFbZt -> xgXRHrEwTo5dRpM4r
hx5ZmrYtSiFmEwYGg,3,hx5ZmrYtSiFmEwYGg -> pebnr9mkEcadL6YG9 -> 7PHqgMFrTtrH79gJQ
FFkCPNmjjQdRD8mTy,7,FFkCPNmjjQdRD8mTy -> NBbr8fJqCsbP6eMk9 -> YMKXwxpEHMgMgn6KS -> h5ewDk9yquucoPo8N -> kTg6ysj4EB9RtDzMo -> TGZqXvon5nBYJHxAs -> aTwuoJgesSd8hXXEP
ZwTZH3vdLngq6tYt4,11,ZwTZH3vdLngq6tYt4 -> X99ZHEELpTvDCtyNs -> GEghuSenZL2r9fGAh -> ycN5eDKcrAENv3Gob -> CQBAaqzcKGTbu8fyu -> qXXkhBsjcWCwYBunj -> M9JFxmdH9xfTY2JrW -> hRTeMxLwNrzopyPjj -> MwGGyaxYnNyPDLFsT -> SLLz4KYg5uYnnvm9o -> aTwuoJgesSd8hXXEP
JiSbtvdAytMiNLNP8,2,JiSbtvdAytMiNLNP8 -> EExE7vQqtQJCC2c7F
PeBsqbhdjLZxqbrFN,2,PeBsqbhdjLZxqbrFN -> xgXRHrEwTo5dRpM4r
jiLtvBHKCKzLsCvYq,32,jiLtvBHKCKzLsCvYq -> zNfMccS4MDmZkGKKP -> iekvWtsbCbKLjenuf -> oAyxMniroEybk4e6F -> YaMG25k2Kd524wR9P -> ffjAQN2y3tFcgwzos -> ZH4dwLiiCfPP99DHA -> Ezq887fTJTTuqN7vM -> SmN2dBenmDDdKBsdk -> ecPskeMQt54gr8YCt -> Kakkcuk8tsbpPxJWk -> hXh8tbJyR4xnhfP5H -> AM3W2yh9HyKNZTLqg -> 34ANoKWwCDzSERXxZ -> JTtQ6bu8QxzJXDCok -> Au8au7txKYL4D8bDm -> AbzFEL4xaM9xSh5Ck -> AedMRyX9Tbco6zgdM -> AeTA8fqv3JLY7W5uj -> TJPBvYPubXNEkikLd -> whgcCDbqKGREo9hxi -> vX6YiGmR34hwQadwY -> cMaKwXovfrfPNncT8 -> pCHrm5TDhMnPdXte5 -> Qj62kaAb5PpLqijqb -> Z2CdjNWDeZR4mEfao -> RbXtH8uXjsbZRiLNM -> tbQB5J5Y6sJhygF8d -> gdansySGXzMwoehso -> gWGWSwd2TT5ouSxk5 -> oNSCuBCbDcuhYwKeA -> aTwuoJgesSd8hXXEP
7LfqxnHEWWRdxHqf8,21,7LfqxnHEWWRdxHqf8 -> 7Y2hSLBsNKSxZD8wL -> JPH2cYtd6NYZL6MGs -> MGuMPyWYKbJutWbB8 -> A3cBYLJAMYeDvAq8x -> AMRh4Xv3EpocWoKCq -> 8GTNQHSsJSxoHx42Q -> kbfAZTqdAAGbbXBHQ -> GWYmBajArpwjomaJD -> W2pJmexhrXbcvT9Ao -> BC7YrgTCD5tY2P6mm -> EP574y8PErsYZpmSr -> 24J9bMZ9YcYKzgJHj -> ZmRSGEsudEsTGw4ec -> pdximzyQahfD3RZX9 -> CyDczoP6poDMbB97k -> SRHcw5SNsCPifsBEg -> mA5MwEFLRKLdA2wZf -> w6y8p52DsRgaZgDZp -> FkngXLH7Pz3Bo5Xtc -> aTwuoJgesSd8hXXEP
FjijJ7ZD98r5RQMnm,5,FjijJ7ZD98r5RQMnm -> JpFPAcLmRSanG23YP -> 3idwSHHQZyZmSJ2Nf -> K4LXTar8umtYTfqwe -> xgXRHrEwTo5dRpM4r
zEPpdYnF76gxDmHdk,26,zEPpdYnF76gxDmHdk -> J8FbWNXbqqWGL243g -> SPRzFw5aHkbqfGedA -> cv6TxD47tMC9feAG7 -> KAJbzz4p3NthQAzpF -> xmrWmubk3zH42d699 -> 9eo8WnHhbdBCSCzXR -> kKPcb8H54aMvLxAuW -> NeZgyxmneGNEyj65h -> H7PqjDcWc69LzqQ5F -> mZD8tJsiBpXscztWv -> SdmF4uHtcmwQNBZbX -> pYF5rGMavSBd3YtD6 -> 3juwZ3MyubkuuaAAS -> ZhkSim4dcDx4eRTSK -> N4cWuXGftospHbBGZ -> ksEYkZDJryGxj6agm -> skiErNdCchdtstGk4 -> 3ZLsTTNe4LGSqvaeN -> oXcYEd6ewQP5Z4nEA -> evYLQeXS5pAKE9DCM -> YoxN9FYeEKjgXsa9m -> APGRdBfRn2vo9YHv4 -> Yy5ye6YP5SeFpbF6f -> L9ZM49HKpgxv2f9rL -> aTwuoJgesSd8hXXEP
vwFc7S36iyktrEkac,15,vwFc7S36iyktrEkac -> rZwBuqoX8ctZgmAZL -> rS5yYosb5GuvjTKst -> w4vo7FrWFRYDQpvJa -> bZETsxpogchCYQtF4 -> asoZc5FCSKTi8Fp7e -> uE9Z3pxxJsAAgWFtE -> 6nbovJzt3rBuwuWKL -> qcjMmZk6ppFKrBRKM -> MTNh295Pm99GCqxW2 -> pLNApq7X4XdkWZnHX -> De3uoJCsyDFk8tM76 -> aZ9dGKayGYvc5uEaw -> rxzKdgGCNJPyvAgo4 -> aTwuoJgesSd8hXXEP
iRbPkAJsB7h5XWTbo,30,iRbPkAJsB7h5XWTbo -> D7kvRGJJuJGvzmJ8A -> yKgQ6ZjrC7bckfEm6 -> tAgAJ9FpxoaX3mwFC -> 9sv8k2jJpy5NTrnf5 -> zcTs4GZEM3Ts2ynCZ -> ModdakNBHoQtBpnv4 -> w3tPeWkHrcy9y7g5Q -> oAdfqL4pLLhdLShSP -> 9z3PGcsqSobKXfh3m -> o5i3E6e6qK47a4hot -> onBQeugvnj3dy3hgw -> MdejTBXpGF2qsGYh2 -> thLk8PRbgBurNs6p3 -> hhrBbPRhhjZDEXD9v -> GRFTurn49vkKTEhdj -> yoSJMvvu9hDapC8md -> qLyvcqRMf7DcWJnnm -> gs4wcWBJYeJrEaeju -> dkoQf9KkmiyvPLagX -> yt9XoiRq25jwYks2w -> xcJiNvCEARs8aZtNf -> xd9Swt3Yo3f64xkuY -> 293v8kzz8WsmhNYGS -> YkfZaEkN3Cxvd4CBi -> Z6FGys8KGsXSzhwjC -> sZm5KN7Ngnp6ZCNmg -> BfHmPrBBKSTBCfXXt -> nZKJMX7dsH4fa65fn -> aTwuoJgesSd8hXXEP
75AMAziMPzP7khCx4,53,75AMAziMPzP7khCx4 -> wtqbqGKMDfjRtM6WC -> iuJTZXCMZzwTZsEmy -> Jtfwv4ie2yxMTksMk -> 9RvvCiriYtt4b9Rn2 -> kZtzY6etjFPbpxHu9 -> qAK256o38M9anbpDa -> M6AuQuWk9d8vrcocL -> ZQnmh8dLiukTs9ADH -> m5JxpdCy6fTPXQZBM -> gwzjv7Ju9i9BhPyfM -> xRW6s43qj2Mcf7YkP -> o5PLAaoSjNp96Czoq -> EidhFwqYaDCQfe4ap -> r6F8rErfaH4KuDMPt -> EKv9s7QFPiiZa67sK -> reqBNxF4pZTw2DBJq -> sLxkqGKiHKteXzZpo -> ErgGc6Cr8B9oFPnhx -> YH5KoyokPpMYSbzmi -> Wb9ohTQAhKxuABCa8 -> g678pvuhKaQrKCnAF -> WKK7bZxAMmkmhsQos -> zGgn5HSksFjjKLz6m -> PW4psoDbcnj72PYcE -> zgkq9temjGumZXtbt -> 8i2qS2MhzG3Hcp338 -> yBFKcTtykjkWj8ke3 -> YMJiatKtZY7CssDsg -> 3JtBw4jBJH4xELGGq -> S35fQnAXTTzLawagR -> AhNWALN8JJ67v2dt8 -> jZhiwgctWMRP4G3hC -> zXZrvJMKxeJQoqdiC -> 3NnP7XcsZAEW7HJ5W -> nfWnSxnBbL3XdiJj8 -> J6QeSJFvm3Gpe6ZjT -> jEMqojxjjBjPTpLL3 -> H7vqXZeWoDiiMCX2u -> heLqHmHqtt7r5Ev9k -> 8bfkStKujd9ZpbmiJ -> jv2tEFLmMPjx82Qs5 -> SBXCn6d7sEZYywr8o -> pvZNbExCtXGwHKB7W -> HtPkomD9GkFn2ZBgu -> ETwnQProJpR3zQdk5 -> eiGhGKczsMd43v62v -> kW5nhgiBBwieB2ao4 -> h4KerH7vECPqhSL7r -> 7p8rXE6PbZFG56Jbc -> 3zTmYrKFNjBgmdBja -> Ew7mcMAdYMyhNN3K7 -> aTwuoJgesSd8hXXEP
XFZuheNnS37tR5XpL,58,XFZuheNnS37tR5XpL -> w49jBqLfuEBL3mKzm -> wSmj7t6MmBbPiXBBr -> XhCnySM56Y8Hvm2bL -> EFb2HGNcTm6ko7qQS -> xbxYrACb6J9XxJfAF -> uxE49cMaDYz2AnFjz -> 7WPSfLaDLdwsYPAdL -> jE3anip32hpbL9wYF -> DH6eK4ge2er9aCgGK -> c8uooQSM6z6wHzZfu -> 2EbtAyho6Cz2PfkEC -> hgAyo492Bhj5sgb6Y -> CARDknXobRbQhvzYc -> m9ZCcffPtSsb9cX87 -> MryHRnxGCjo4Lwuxa -> ibb4zH3EEr4ppP43w -> BR4hcfEttxbEirMqa -> wKzF2MAXjvkxCS9mo -> rcbyhpmyfma7qB3kB -> fhxuiDedxT7NZqnf5 -> rA3DSZrv6xR2jkmG5 -> uQY6Ygrrrf6T6vixk -> XkPG5HT3bXrBnSdPR -> nJep8T3MBA4CXtwxu -> Fw7oz9or3h6jFsgLo -> Ffx2cF64JYbXmJJif -> o2vdnTrQ3NCifzjFj -> zaJ4TSWPNLC9Xyz6f -> Dy3NCA6HTBngB4rxR -> W5BXgmLfFr2qRB5Dy -> LDBzn8JFvgAzodzyS -> QTJ43CbbHy3D34H9u -> QqgY7oZnJhfJMYjL3 -> YW3oWZaEqsKEru6MN -> vzm9fTQCTsjmX2bzc -> FtR7mMmpYZJ7jfdXF -> Mjfaq95YKZsb2QJP8 -> 8po3AGMtqQiS5SCWp -> nK497ZpxJDjEsHyfK -> orF22QANTaPfGKqee -> 2FsPa3voggCewqBfw -> AeeQYnfArFXx8ZSxb -> idFoFnHFzHAaqwCDT -> AeA6uBeehpsKEDCeX -> cYbSpiZ58SL6HNfMj -> vk4smhMjpnxtJhZAH -> j9pEhp2WD4s3YKLe5 -> 77h4WNXbxMPhHMYpX -> zZYGPp9PZseqHwuw5 -> 5Mx7G6YcMi2bHMtPo -> hPbgPLbYygamNKLzs -> kPTx2RiZ7QNCQQf3a -> uEEA6kwxPfTkvwgq5 -> 324LAoZKyjkuNQSTz -> D6pd36dwHmreMdzkN -> FRM42NL4fombDEAaK -> aTwuoJgesSd8hXXEP
XMWkWKLcZB3ebmPmG,29,XMWkWKLcZB3ebmPmG -> nTgQNK7XDJMAraBnH -> cy9vmfjMtxoh2Bgpp -> RxbpbcaAqBz5rjAQ6 -> vBXeDiKESbwcam9qL -> SE2bLm37mDSJgPp27 -> Fy8E8mGusptkDMxRH -> KgdKvgSpRjNrNwrEs -> 3J53Ne6fvtz8cAcsJ -> uko4rtLsxNi8HGzPK -> Y3ok2Pom3HJ3Lt2t2 -> 7kYpDtMTmbJXaD9aC -> pPinAHuJ998HR97SG -> 43fD9RvqZ3fwS84mC -> Nm6Gcs5wth7xsBDKd -> JnHkwxDP7jcSaFKq7 -> 3DKxuFiHGe8RMzcRP -> xMjbNCbzg9MeJ99g4 -> mp2i5LCKhDA4ivLov -> 6zSdqzqaFwtXWiPC3 -> pMJXNe2Dnxbt8TmvA -> AE3ECTsX7DyYw5RKH -> k4kui6mvhEwdbF7br -> rNEKNve44AfKkTtnv -> vf5iLge8HJLCmiuWz -> iNfPKPRtvCAjgwWRP -> oturFz7HJfFt836kK -> 6ZjAKJnsWSCGkgTZm -> xgXRHrEwTo5dRpM4r
Q3fbsLGFF4GTZP6Jd,22,Q3fbsLGFF4GTZP6Jd -> ECmstBZp3hrimA6cX -> u7ofRkSFnCqkB7ruu -> 2xWi6qzHPKNQEvSAr -> 8P3vWnQeAXbD4tMf6 -> fJi8qkjsKmHwL7bzN -> YX5cjkrJri2HH39Tx -> 5BYdpHzsF4hQf3BN2 -> KKXKFefHgj7MpmvdA -> eH8vbF2kdyHwxr2rp -> 9Lj9nBxMeHQypbScH -> ADkJR4d3n9QHRGeeN -> tmWvqKuCw3WgwHxGb -> 8tNtth27pTfmRNYQD -> FpvMhnrRJK4McH6eD -> iyLpDaX5nsZ9sMEgQ -> bxc3YRdLMpEXD5fS7 -> YY6iMqZw5XuyZn5He -> 4MW6nb6FT4mbcBdex -> 3ijwyfhAbr4MN7QkX -> KZcjhRfk3eQKC6bCJ -> aTwuoJgesSd8hXXEP
kw5jL2chxbrw49ps3,10,kw5jL2chxbrw49ps3 -> tZPyAhahGma95kGNu -> uTDELEXqbemwZ7Pow -> 9D3GnQieHL4fw3iFF -> y8iroWC2r6qSXvuBB -> WkPyqfjc3giLY8oF5 -> RkydCNmne8aHH98Bu -> HP3qW6At9hAR47AGv -> G2rdKDfFHZTL6Nz3u -> aTwuoJgesSd8hXXEP
XmcGvso9cgzgfh35Q,37,XmcGvso9cgzgfh35Q -> qHoC2xuGZGdZqKsQb -> WCgrPtYDDaJJHj5Zt -> Tq9b9TAwRNdtW363Q -> aXFjgGz5XX7ySxQD3 -> 5p9m65gWGDKttQTxm -> RaQQz3CeEECMp77vD -> h8d8pbWxXFhmd2Shj -> ipwmxi4Q3HHxyQcuS -> bZYv2XSeMiKvDucSJ -> WjJ6yaoNxH4fMQgt3 -> yvHAJ59hLbZ4YkFtX -> Rne3exYzBJza5tCDt -> R4ohm7P4YipEcD755 -> pZ9RWbsdxAJAa5qYt -> FTB6eYpEHeZEsB2TE -> sERPFjivwWHPEs9vA -> G9YeutvQHPXv4EeTr -> 4KKGBwfXPE68iDrgm -> ATzDzK7viBN5eXtFo -> s8THaewbPK2fAr4Np -> BWLqrZhxcH4rdwoYS -> m7P92Rp9gTzwobAje -> SRSF98Z6QAYAXj9Z8 -> f5aSRd3WYZQBR64iw -> Mzg9fLHqJgdqc5WAn -> ehcLqDdRbxs8E4spE -> FkZsBgZ2YrcAkDuvh -> b8WrejdmMPxag2i3K -> GQwo6FHWi5g9ueQ3k -> EEG57ex738yfp7Aqx -> jAetCEdLDko6xXHBG -> cmvxEgwccoAoSgsXv -> MrFgzwNEfr8AfAY44 -> GR7smgbEM9Gu7Qowz -> jA3kfsCSxRvATkDB6 -> aTwuoJgesSd8hXXEP
w9C8N6fdJYj4hRZ8T,12,w9C8N6fdJYj4hRZ8T -> S53zm3urA9NP8gSvS -> pDMoT8Q6AH39L6utN -> kb5Sp8myaBSdMmFFB -> 42bj55LGukN7z89Ri -> woJqdh9iPquMKcs6F -> f8N8mYESt9wA9c2zx -> 6DCaSrkasYDvPkwYP -> ozfvhra45KFXSgijr -> qZnoRdEpwopzfcstr -> nTbfBZBw8LFdiWBsN -> aTwuoJgesSd8hXXEP
dtoer24jdJBMzZqKX,3,dtoer24jdJBMzZqKX -> asH6fg5Z7iasWABjL -> aTwuoJgesSd8hXXEP
