id,parseerror_distances,not_parseerror_distances
BM29BcaFe7S5eTf7s,"[4, 8]","[4, 0, 9]"
2XWpEhzytt6ubJBDN,[],"[10, 10]"
BR7McnGwHqer88Kyd,[],[]
YdYQFbzhddHnf9aS2,[],"[0, 24, 61, 0, 60, 60, 111, 33, 44, 35, 43, 35, 2, 2, 35, 105]"
EcE3mjn3aGuqSZhas,[],"[83, 1, 0, 0, 0, 0, 96, 44, 0, 0, 18, 54, 54, 0, 0, 0, 61, 39, 46, 4, 2, 12, 80, 0, 0, 0, 0, 0, 0, 0, 0]"
v8L2eCoWGnt9tbmn8,"[0, 9, 18, 9, 11, 2, 6]","[8, 5, 22]"
SdPNcyboPMJFJ67kW,[],"[30, 50, 4, 4, 62, 72, 0, 31, 10, 96, 58, 0, 8, 2, 8, 9, 72]"
y3L3pgKWrHC4GCnaP,"[1, 6, 33, 0]","[123, 27, 2, 2, 2]"
s6c3dFqqqSMgrHmD6,"[60, 20]",[]
QWAic5tNvE92c54w8,[],[]
KMSX8JbfG5uf9md8P,"[0, 1, 1]","[4, 34, 99, 45, 5, 8, 36, 39, 25, 4, 46, 4, 14, 27, 5, 5, 2, 7, 153, 5, 33, 26, 3, 26, 13, 26, 2, 24, 19, 13, 8, 2, 8, 15, 111, 0, 96]"
rYRZCtjZHxYCHqywF,"[0, 79, 24]","[39, 40, 11, 14, 17, 2, 3, 110, 0, 2, 10, 2]"
wbQk29JDuKBKPZEck,[],"[1, 61, 61, 0, 3, 51, 85]"
v4L9BwMXZyjynG5vm,[],"[2, 33]"
rTQquxEGjG4yicwRy,"[0, 0, 0, 0]",[]
yRQvNDtrCBmebhfmc,[],[]
PSNgcARa5KjDYYJY5,"[1, 11, 4, 11, 0, 2]","[37, 3, 17, 7, 61, 41, 14, 4, 2, 25, 12, 2, 21, 0, 0, 0, 96, 35, 96, 13, 7, 12, 129, 0, 16, 7, 7, 40, 3]"
ZkfMtyeGhXj7ZRYyu,[],[]
2QEseGsp3gf7mjzQW,[],"[2, 2]"
3iR4DdbGqWjFLSwdP,[],"[53, 51, 15, 40, 83, 1, 23, 13, 13, 1, 1, 1, 81, 1, 1]"
pd8dyrKF9DAGmgXPE,[],"[38, 0, 5, 88]"
dWetYaLXdan4ea29F,"[13, 4]","[57, 98, 56, 18, 73, 109, 25, 77, 147]"
xCa98sbMzfJjH467h,[],"[45, 71, 2, 73, 4, 32, 32, 112, 8, 116, 39, 15, 29, 102, 57, 19, 90, 21, 0, 41, 58, 0, 15, 93, 26, 11, 6, 11, 5, 13, 0, 1, 97]"
vXyoNFduoHfuKkPLL,[],"[47, 2, 25, 28, 23, 4, 34, 40, 7, 13]"
Pyakwe66KNbSxFECm,[13],"[7, 20, 5, 48, 4, 3, 40, 37, 17, 1, 34, 55, 42, 47, 17, 44, 33, 12, 44, 14, 93, 9]"
J4MfYEJmccKspaaEp,[4],"[15, 97, 2, 4, 89, 42, 53, 0, 0, 4, 7, 19, 126, 25]"
Gn6QP2yPHLi6wfiHR,[],"[0, 0, 57]"
sRuHr2X3JDAoaJWHn,[1],"[48, 58, 110, 88, 0, 2, 43, 8, 23, 25, 58, 25, 12, 7, 11, 93]"
wpunx9Xa9yvXNj92F,[],"[4, 4, 4]"
q8Z7twzfahqZjbN9H,[],[]
wkRfipLMzNSDvigF9,"[5, 4, 8, 4, 7, 0, 0, 40, 0, 0, 0, 8, 0, 148, 1, 2, 1]",[34]
ZkByLvnzDEfFJ6A3m,[0],"[24, 2, 97, 78, 0, 0, 25, 4, 8, 29, 25, 247, 17, 19, 1, 18, 200, 45, 13, 47, 312, 32, 3, 55, 17, 14, 44, 1, 15, 13, 181, 13, 38, 57, 13, 64, 49, 147, 33, 2, 33, 111, 39, 46, 2, 33, 63, 13, 130, 7, 36, 2, 54, 50, 15, 79, 43]"
R2xQEmPrX54X93zzr,[],"[47, 32, 33, 0, 0, 100, 64, 79, 5, 4, 7, 2, 51, 56, 76, 135, 58, 58, 99, 48, 0]"
MaYb53FZx4yDC2Jsz,"[8, 9, 4]","[6, 2, 37, 6, 8, 3, 92, 84, 4, 11, 0, 62, 0, 62, 48, 89, 57, 8, 3, 3, 89, 4, 4, 29, 41, 18, 22, 34, 26, 3, 24, 28, 2, 2, 4, 22, 11, 11, 1, 11, 127, 1, 13, 1, 1, 23, 80, 20, 12, 4, 1, 11, 0, 0, 0, 0, 0, 0]"
wAri8DzrFKFAMWYoG,"[1, 12, 38, 10, 1, 25, 10, 11, 22, 0, 15, 26, 8, 13, 8, 4, 4, 12, 2, 49, 4, 7, 22, 5, 2, 24]","[10, 15, 0, 16, 5, 1]"
JRxGm6JPHjGy4WkRg,[],"[0, 0, 60, 5, 142, 16, 43, 43, 4, 2, 4, 0, 80, 54, 2, 2, 46, 44]"
LGC8ZD2HYvoqA3sva,[],"[37, 113, 36, 64, 64, 29]"
YtJ2mwT8yobkKtToo,[],"[79, 33, 110, 66, 45, 48, 85, 85, 19, 84, 0, 0, 85, 0, 0, 0, 0, 0, 13, 14, 16, 91, 61]"
g3pKrzWCCAbkFyErw,[],[0]
BhRanujoYqYg6wTtA,[],[]
7DKFuMdndYiHWgNX2,[],"[0, 35, 0]"
aQrMKoRGs3FmQhaky,[],[]
fZ897nhnQLfcjjKAg,[],[]
KBmhaS7ytPb9hBZ4P,[22],"[34, 1, 78, 59, 14, 14, 185, 155, 138, 18, 18, 13, 36, 48, 32, 0, 51, 39, 89, 13]"
N8WNDz4L84TKwYTc9,[],"[30, 20, 0]"
kNt9LpNZLCmJjgMgo,[2],"[3, 99, 56, 0, 2, 29, 13, 13, 18, 27, 81, 2, 9, 124, 10]"
vFsdGCxuGWR5hw3gd,[],[]
ZX2YLJEefZSdirNJt,[],"[18, 46, 102, 9, 7, 55, 56, 40, 44]"
E757Yg4Wx6ditybse,[],[]
6CGuEFhu9L8ZGdzu4,[],"[2, 76, 1, 4, 4, 108, 4, 4, 75]"
9Nyo8kPiCgiLXmjQY,[],[]
iamNoJuhNnrdryhYX,"[2, 35, 12, 52, 7, 16, 18]","[30, 0, 8, 13, 0, 4, 19, 86, 8, 28, 0, 4, 8, 8, 6, 24, 27, 8, 12]"
G42dqZcWFsWNRybzf,[],"[37, 4, 0, 0, 0, 52, 0, 14]"
fLE3mL5p6sC5BtTuG,[],[43]
Y5uRtH3gurShQ3Scf,[],[]
BqRw6k3wSNNBsqKYn,[],[46]
zDRocnJsWkrk7tGwe,[],"[15, 5, 3, 6, 0, 2, 2]"
SGodTsYbZzYGxj3kw,[],[]
wP4ykNrsKwTgSjM5h,[],"[0, 0]"
x5tQkBuG4egosz34p,"[3, 0]","[88, 0, 0]"
dZWNoShyz4NEyZytJ,[],[]
hoc82qaqrTyhk55Pm,"[3, 1, 0]",[0]
SLpSHmwWJaqPC2yxs,"[1, 54]",[]
9g6hmG8JTq3whZaFN,"[33, 1, 21, 5, 2]","[0, 5, 17, 9, 0, 36, 18]"
DSsesnuBz43ZtYFQq,[],"[34, 0]"
JELEc7PoejsnH7bQd,[],[31]
gR2N6juGx8c3XanqG,"[3, 1, 72, 1, 2]",[]
DugmDSjqvAo2m5az9,[],"[46, 25]"
2uvN5krdRPAbvjf6n,[],[]
iHhXgfftBAPqHFXLE,"[0, 22, 0, 0, 29, 0, 62, 0, 40, 20]","[33, 0, 6, 86, 86, 39, 30, 19, 52, 12, 69, 8]"
QbLPwBzxYZHWD7HTT,"[5, 2, 14, 14, 1, 22, 3, 2, 35, 6, 5, 13, 31, 3, 2]","[1, 0, 57, 67, 161, 0]"
M42TYmBdZrHx36hND,[],[]
5EJstxsW5BiX7oPTY,[1],"[10, 40, 89, 66, 2, 2, 25, 16, 49, 58, 2, 2, 4, 2, 33, 2, 1, 78, 2, 12]"
YdGvxTKpfyJjf7PBC,[],[]
RnXKwhwtBgjuKx5Ds,[],"[100, 127, 96]"
w7yh46LaMiQzitpEw,"[1, 3]","[36, 2, 52, 95, 0, 0]"
ge9CaS9WDLH8bNHS7,"[79, 0, 4, 2, 2, 2, 28, 0, 19, 1, 15]","[23, 15, 26, 48, 0, 10, 14, 16, 2, 2, 74, 22, 20, 6, 3, 3, 22, 16, 22, 3, 21, 10, 2, 43, 2, 4, 2, 3, 14, 4, 6, 1, 1, 6, 6, 2, 2, 4, 23, 2, 2, 4, 4, 31, 5, 0, 3, 0, 13, 16, 14, 2, 3, 2, 4, 13, 5, 3, 5]"
tnHvocdLx2iB9BM2f,[],[]
vgSACQsYJrfhzJzrm,"[4, 4, 4, 4, 6, 26, 0, 32]","[26, 34, 34, 4, 33, 27, 0, 0, 19, 8, 13]"
4hGaSvC2NrBy4KmPL,"[1, 89, 4, 35]","[27, 38, 0, 43, 19, 30, 22, 56]"
MTpd5WJn9sKGuQ38H,"[1, 1, 10, 1, 0, 29, 37]","[30, 6]"
W6jwuQfaSj5ji2FrN,"[1, 0, 10, 0, 4, 30, 2, 4, 11, 4, 2, 12, 4, 20, 2, 2, 7, 2, 91, 61, 0, 4, 27, 0, 6, 10]","[28, 3, 34, 5, 6, 5, 1, 14, 1, 1, 4, 17, 4, 11, 20]"
dwqGsvmbhWd9Fd62j,"[8, 60, 2]","[30, 1, 0, 2]"
3h6sNA5fJZsZMeJA8,"[4, 13]","[49, 25, 0, 0, 6, 6, 4, 16, 4, 1, 4, 1, 12, 1, 4, 4, 1, 5, 12, 24]"
H2gS4vbHpmytNRExz,[],"[34, 4, 26]"
pb5iZmXfnMkK9MTiE,"[4, 7, 8]","[7, 2, 3, 51, 5, 2, 15, 80, 104, 14, 4, 98, 67, 24, 4, 27, 30, 106]"
8iMiBBodpbA3mxCBx,[],"[6, 55, 87, 3, 24, 21, 0, 0]"
wSdEdAaPEqNNMFFAT,[],[]
9AYvctMPS8Bc9p6us,[],[]
f63bQxdMsqdGedhLP,[],"[4, 11, 4, 15, 18, 8, 20, 6, 4, 12, 11, 0, 0, 0, 0]"
gAb7M5tjWrGpNwQFf,[],[]
AkagncufuQgkX3C9e,"[1, 10, 15, 1, 14, 18, 15, 15, 4, 3, 3, 8, 26, 3, 6]","[0, 14, 17, 9, 28, 0, 7, 11, 19, 44, 29, 39, 11, 13, 0, 16, 10, 19, 17, 2, 8, 6, 2, 42, 10]"
9Ehphf2FaQeysLHgh,"[5, 2, 32, 2, 4, 0, 96, 4, 4, 64, 17, 2, 22, 16, 5, 20, 23]","[32, 1]"
SF4tMuDXHxgAbGc7t,"[1, 4, 11, 49]","[23, 53, 6, 88, 26, 5, 15, 61, 21, 16, 64, 36, 11, 4, 76, 1, 63, 6, 149, 32, 11, 1, 2, 2]"
vWFFDWkidxMitv97a,[18],"[37, 77, 42, 2, 2, 18, 8, 52, 64, 2, 44, 5, 13, 2, 76, 12, 0, 0, 43, 25, 70, 8, 62, 5]"
azsvwdr2PNiWp4Wed,[2],"[32, 88, 2, 46, 11, 27, 30, 0, 105, 0, 0, 0, 12, 9, 69, 5, 33, 46, 88]"
NTdWGrbSQHAwqtLp4,[],"[32, 0, 0, 27]"
iKj75N822f2JKg8RG,[],[]
HtjyTcyZKZDQSYcAG,"[2, 2, 11, 2, 9, 8, 9, 7, 11, 0, 9, 26, 6, 7]","[36, 0, 2, 2, 59, 39, 58, 444, 0, 10, 0, 7, 3, 24, 2, 27, 70, 300, 0, 1]"
chHMDBzLtAjb98AHv,[],"[34, 95, 64, 1, 3, 5, 47]"
nDWGeeKAnRmR6s9Gt,[],[]
na8ZSjM3ZjT6Nwkr2,[2],"[26, 45, 1, 53, 8, 19, 2, 12, 9, 20, 17, 70, 39, 15, 15, 6, 41, 2, 93, 7, 25, 120, 58, 4, 63]"
mxDQcsLk7EhC3gamP,[],[12]
R2fnaqC2SCBP3sYKj,[],[0]
mJ3RW89KNZmKMq3T9,[10],"[2, 23, 102, 0, 1, 3, 1, 50, 73, 0, 0]"
cFBa2kxHi8cz4qkym,[],[]
qFNbP5hZG5k2c8GB3,[],"[0, 0, 0, 0]"
nnSAc74HAQhd4Ygqp,[],[7]
rPfgQ8jPZJkMfn2Br,"[3, 4, 7, 2, 2, 7, 7, 19, 4, 4, 8, 16, 4, 12, 15, 6, 17, 8, 11]","[4, 18, 4, 31, 4, 4, 80, 87, 69, 6, 25, 28, 25, 133, 22, 69, 101, 6, 10, 9, 42, 8]"
v73hZCCiTn2zaKvRZ,[],[]
bg8xD7LekyrzRgAkw,[],[]
pxX4aHP32FwL73KC7,"[12, 17, 14, 0, 0, 16]","[0, 0, 0, 2, 13]"
r6GmpsMx4LjRR4mRL,[],"[0, 14]"
C7Pmc3GBh5cnEXvcq,[0],"[0, 0, 110]"
ePF69noBATrs9u2br,"[2, 0, 0, 2, 1, 3, 8, 4, 6, 5, 6, 11, 15, 12, 1, 5, 9, 128]","[47, 24, 4, 4, 4, 4]"
NzRip7ifCi3xub2aL,"[65, 1, 28, 1]","[176, 53, 0]"
CoPXAiXLrfunwKyfu,[],[]
c2mpZH2jC5u3qCnEn,"[0, 10, 14, 7]","[1, 39, 3, 24, 50, 0, 0, 0, 127, 50, 50, 54, 48, 2, 84, 5, 3]"
MncHK4XS8gFnby8BE,[],[]
wC2BGo9X6NDmtiFJm,[],[]
ZiqsqhLkkAewXQoK5,[],"[3, 33, 78, 0, 0, 0, 0, 0, 50, 0, 12, 0, 0, 95, 131, 7, 21, 7, 74, 0, 33, 33, 29, 36, 12, 54, 68, 0, 25, 26, 10, 12, 45, 101, 4]"
8bbLx2hmjFcaEw2fr,"[2, 6, 1, 1, 1, 9]","[4, 7]"
cKJtcfoQtAh95WMhW,[],"[37, 58, 62, 4, 4, 113, 15, 15, 10]"
B8EarCbQebWHmr9aA,[],"[34, 25]"
ZRh9MkywWQbopWA7B,"[1, 4, 3]","[16, 20, 44, 5, 3, 44, 44, 98, 0, 13, 0, 1, 2, 69, 0, 20, 11, 0, 0, 0, 2, 2]"
92tDz5NcKJproBqxF,"[2, 2, 2, 53, 2, 2, 10]","[2, 71, 48, 3, 56, 5, 76, 12, 2, 68, 24, 2, 16, 16, 16, 11, 14]"
wpTMyv2Yahyg5HgHE,[],"[37, 113, 36, 64, 64, 29, 48, 66, 4, 93, 89, 93]"
mwvRdQJSnS2cjsqKS,"[1, 2, 7, 4, 4, 3, 4, 10, 74, 6, 7, 24, 2, 4, 5, 2, 3, 3, 0, 1, 7, 5, 1, 39, 2, 35, 0, 3, 1, 2, 4, 4, 1, 1]","[21, 8, 2, 1, 1, 18, 1, 22, 0, 10, 48, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 10, 0, 0]"
k5GrxkoAbbMAjZojH,"[43, 4, 0, 27, 0, 0, 0, 1, 0, 0, 32, 30, 17, 4, 1]","[0, 111, 23, 18, 7, 27, 57, 24, 24]"
2zfNz5NkPHvdSurni,"[0, 2, 0]","[0, 54]"
FNE69MMwC2925i87Y,"[60, 2, 6, 11]","[26, 9, 16, 17, 6, 4, 25, 14, 16, 33, 14, 7, 11, 0, 6, 6, 40, 2, 60, 66, 126, 4]"
79rfdNptWwrNJWm4t,[2],"[55, 76, 3, 6, 149, 12, 52, 1, 2]"
x9LG8hX6djbpjoHyR,[],[]
mzgSKzzT9Mdo5xwrv,[],"[0, 0, 0, 0, 0, 0]"
vxyWJKMaeL9MAkvqb,"[8, 5, 2, 8, 29, 8, 20, 8, 23]","[2, 6, 0, 4, 4, 26, 63, 0, 53, 21, 33, 21, 5, 20, 114, 49, 54, 11, 26, 112, 92]"
fpdwKzJbQgbfNjKyJ,[],"[91, 60, 83, 7, 3, 55]"
CM5putpHTKhEderDz,[],"[38, 80, 93, 31, 38, 82, 91]"
iiTFzPadbZe4qyeRD,[],[0]
rtvry22PTpSRSD26b,"[18, 87, 1, 48, 81, 1, 1, 1, 1]",[4]
jqCroerJSQboNtwxR,[],[0]
a5veDf2Xy3JZsW2Ko,"[6, 4, 0, 0, 6, 1]","[2, 3, 1, 19, 48, 60, 4, 32, 16, 0, 93, 12, 11, 19, 7, 2, 29, 33, 24, 28, 6]"
dEuy3LPgLtNs6JG5L,[],"[47, 56]"
epn9LeZdZ8ccYLteh,"[4, 0, 2, 7, 4, 15, 10, 2, 35, 2, 61, 2, 11, 6, 1, 1]","[0, 14, 0, 2]"
FYdbk57YnLn2Bdhjx,[],[]
3GsvHmMiAW8ZQQYmK,"[5, 12, 11, 2, 2, 11, 6, 4, 1, 4]","[8, 39, 33, 6, 39, 39, 0]"
XDPLnz3A5Ey5rgwYS,[],[0]
mwx6KYjevDCDmnKdy,[],"[0, 18]"
f8ieaQuB2pKdBfWff,"[4, 5, 1]","[85, 0, 92, 7]"
pRXoRTNoiALCmc9Hf,"[0, 1, 2, 35, 0, 3, 2, 1, 3, 2, 6]",[0]
n4TB8WbF8tCmkNozy,[],[]
Po8GKpG3BbpnaaGuL,[],"[8, 19, 16, 80, 0, 17, 38, 0, 2, 16]"
CFYSpp2oHxoAWcruM,[],[]
NeydJAwFLeGuuiyXe,[],"[63, 30, 19, 21, 20, 6, 2]"
j2KANJ8ivx7rT8Qki,"[10, 10, 0, 4, 2, 2, 0, 1, 5, 2]","[59, 1, 0, 4, 4, 4, 47, 48, 7, 60, 45, 1, 43, 55, 14, 0, 8, 12, 4, 4]"
Z9zX3mnQNFa334FGx,"[14, 2, 3, 5, 23, 7, 17, 2, 13, 1, 1, 8, 2, 1, 41, 2, 4, 3, 61, 0, 12, 16]",[4]
uCBqZ2QEbLeTKb9jE,[4],"[14, 8, 28, 2, 2, 9, 41]"
W5dqoxkm2JcGzwE5q,[],"[0, 0]"
JRLSwQThyAdD4m2Mv,"[6, 1, 1, 2]","[18, 5, 17, 17, 39, 4, 2]"
NhfqG8wAwGBBd7n9N,[],"[0, 0, 0, 0, 0, 0, 115, 17, 7, 45, 45, 11]"
s355Qn9sTcvogd6RP,"[0, 1]","[36, 48, 3, 49, 5, 8, 43, 0, 83, 0, 1, 37, 2, 2, 3, 1, 0, 0, 90, 90, 61, 40, 191, 0, 0, 0, 15, 0, 16, 0]"
dJGkXWC9JEka225ko,[],"[42, 45, 61]"
nw9nrXrmEEwLKE4fW,[],"[4, 4, 46, 63, 49, 1, 14, 19, 34, 57, 57, 18, 9, 115, 1, 1, 59, 54, 106, 0, 51, 43, 118, 2, 2, 138, 4, 70, 24, 24, 0, 0, 0, 0, 0, 0, 0, 0]"
8zoiskkfGDWe7dE9z,[],[]
oFQNsAverdzL5kbGm,[],[]
WomuFuXy55Ykoeujq,[],[]
gPKE25rokNdsf5YYM,[],"[0, 0]"
5rQkav2aSBXizvDwp,[15],"[14, 105, 4]"
scxzqp7A8DydGk3zi,[],[2]
9zvANvjHo5MfYgS3S,[],"[34, 0, 35, 6, 31, 0, 27, 49, 0, 7, 39, 35, 15, 19, 67]"
XuZSrTRQm77cP3b2o,[],[]
xCB7k2ZKCDZeNdRT5,"[1, 2, 23, 1, 2, 2, 1]","[7, 4, 4, 2, 1, 34, 5, 17, 31, 121, 24, 50, 9, 17, 17, 0, 5, 36, 34, 59]"
qnFuCEtPYxqe9SFcX,[],[]
BoG2BtW8j4hXDPSwT,[],[]
4x7sp5cazAYFrATrH,[],"[0, 2, 22, 77, 12, 35]"
3GNw8YcTNnc5JNtDE,"[0, 1, 0, 2]","[0, 104, 36, 108, 14, 65, 1, 55, 56, 102]"
5aCri644F2QZQvR65,"[6, 4, 8, 11]",[12]
3YFmAamHhejva3G2s,[],[]
uitZLrqkTYkHYi2BF,"[5, 14, 1, 4, 72, 7, 1, 4, 0, 0, 4, 0]","[4, 1, 2, 2, 6, 7, 3, 17, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
NqbapL4335xRMjQaD,[],"[4, 37]"
y3bZb9gbvodfEeXZ4,[],"[41, 4, 39, 47, 0, 0, 0, 0, 4]"
DgBnwunF9c4b8H6Ld,"[2, 1, 25, 11]","[2, 29, 0, 10, 114, 61, 0, 40, 9, 9, 1, 101, 12, 24, 2, 36, 31, 3, 15]"
NoApTwHa9S2yw47Sa,"[8, 10, 37, 24, 1, 1, 2, 8, 10, 0, 20, 0, 36]",[5]
xBvYtjALB6wT8zgLt,"[19, 98, 1, 4]","[12, 3, 7, 25, 25, 91, 0, 39, 22, 6, 0, 42, 0, 4, 0, 115, 33, 17, 0, 5, 6, 23, 2, 2, 29, 0, 1, 1, 27, 2, 29, 2, 1, 3, 0, 0, 15, 2, 28, 13]"
yoMbcktk2xYy4PHLr,[],"[114, 118, 66, 11, 2, 11, 43, 17, 17, 14, 9, 71, 154, 41, 37, 20, 57]"
2X5xZyu9rXKmmR6ag,"[0, 4, 29, 1]",[15]
jfQMzozRwxGfZn8ci,"[2, 1]",[]
moKK2BMjzhBXzXgJS,[],"[3, 75, 33, 33, 0, 37, 0, 0, 0, 39, 30, 31, 2, 35, 39, 94, 0, 0, 0, 35, 46, 35, 63, 51, 2, 53, 110, 106]"
52Rw4NF5JH5oJrqtz,[],"[0, 0, 4, 33]"
4tFk99KD9W3uKivfk,"[0, 2, 1, 1, 0, 2, 0, 0]","[6, 19, 6, 33, 4, 1, 2, 4, 2, 6, 2, 2, 6, 4, 20, 20]"
8CGNBhocWQuKW64nM,[],[]
eCEHcdnLqq8Z4N74J,"[3, 16, 4, 7, 27, 1, 1, 91]","[2, 4, 67, 67, 91, 28, 64, 64, 64, 0, 64, 37, 38, 3, 10, 110, 11, 35, 106, 63, 87, 1, 15, 83, 83, 81, 18, 7, 28, 45, 13, 22, 0, 22, 20, 35, 127, 10, 16, 19, 6, 0, 40, 3, 4, 46, 0, 90, 34, 2, 2, 2, 2, 73]"
QYiis2KmFoh7XxMSa,[],[]
uhLS4GDYbzbQ8QJjr,[],"[1, 57, 0, 0, 0, 30, 0, 0]"
dnaxjjzeCbSoZrvYi,[],[]
Yd2CpMPwABbfwYcox,[],"[31, 4, 48, 47, 44, 23, 23, 0]"
iT7cFiiHnuAyczGDb,"[3, 1, 23, 4, 20, 22, 24, 1, 1]","[95, 51, 2, 53, 111, 2, 7]"
pNKHAaAKjTjGQKu7G,"[9, 6, 0]","[0, 12, 55, 16, 3, 28, 5, 4, 2]"
sQTf72DxqzTzEijtt,"[52, 2]","[49, 38, 63, 63, 3, 3, 4, 104, 50, 4, 5, 67, 75, 39]"
bcMZCcDmqzPmZdNCM,"[37, 3, 0, 3, 0]","[96, 32, 26, 65]"
6j84iDRfixowpCRCo,[],"[4, 0, 0]"
Pv65TxuesZXT2TkL9,"[12, 4]","[16, 6, 34, 118, 4, 5, 6, 68, 27, 19, 25, 8, 49, 19, 28, 51, 12, 12, 61, 2, 0, 23, 48, 10, 19, 36, 21, 63, 52, 60, 77, 19]"
GvhsDELPMHLJTeF4a,[],"[0, 0, 0, 0, 0, 0, 0]"
gQnpf5YAapR4YjqTK,"[4, 17, 2, 17, 18, 16, 4, 35, 3, 19, 19, 10, 0, 6, 2, 4, 25, 1, 0, 4, 2, 19, 17, 2, 1, 1, 0, 27, 21, 13, 2, 34, 1, 26, 4, 15, 9]","[0, 2, 14]"
FjqDsKYKtfDdkh9yi,[12],"[34, 0, 42, 13, 13, 78]"
r2pqaERTrxD4PPo5m,[],"[0, 0, 0]"
wP4tYmREQRHmsh5Dp,"[0, 16, 4, 4, 4]","[34, 5, 74]"
vwbyanG8DD8duR3Kq,"[24, 2, 12, 1]",[]
BWSq8t8GhiFrRHyvT,[],"[19, 0, 0]"
S6KPxpTCv3CHa3T3W,"[39, 2, 32, 55, 27, 0, 9]","[32, 28, 141, 0, 56, 55, 39]"
6vYueWLrcFYDsSf38,"[2, 6, 2, 4, 1, 1, 8, 0]","[32, 1, 32, 0, 0, 9, 26, 30, 43, 70, 0, 8, 8, 19, 27, 42, 0, 0, 0, 61, 21, 26, 43, 11, 59, 49, 4]"
E4gckaJXdsqoxuMPr,[1],"[52, 2, 2, 42, 29, 178, 20, 2, 2, 10, 4, 23, 23, 67, 10, 22, 6, 2, 42, 4, 124, 17, 14, 8, 122, 10, 20, 20, 16, 2, 2, 22, 23, 49, 63, 1, 15, 24, 10, 10, 23, 54, 4, 24, 0, 28, 1, 2, 7, 4, 22, 16, 2, 0, 44]"
EDRrDFtGbzvT53vBP,[1],"[16, 2, 34, 29, 59, 13, 13, 7, 20, 108, 2, 9, 39, 42, 4, 47, 5, 45, 54, 41, 4]"
3tsD5yJeyhginDekC,[],"[2, 0]"
uNk6F2xtfs73vCa92,[5],[]
4QTdNbG72z6y7P8BK,"[2, 2, 2, 2, 6, 1]","[34, 0, 0, 0, 0, 0, 33, 33, 0, 4, 99, 5, 0, 38, 0, 0, 0, 85, 38, 0, 0, 2, 36, 1, 35, 35, 17, 18, 0, 0, 71, 1, 68, 4, 8, 4, 69, 2, 79, 81, 104, 104, 25, 26, 0, 0, 0, 0, 33, 56, 1, 66, 12, 4]"
MFDhfB476rEFAgMWt,"[17, 2, 1]","[20, 35, 10, 57, 47, 42, 34, 3, 51]"
dQquWAT2wHDWAdQyS,[],[]
F9rMFQXPwkTf9C2jL,[],"[31, 55, 34, 34, 20, 6]"
jkJK4NYaaYRTbhZPN,[],"[0, 9, 17, 1, 73, 4, 4, 108, 0, 26, 43, 1, 44, 40, 1, 15, 2, 33, 33, 33, 4, 24, 3, 11, 11, 22]"
ZTg5S32ri3y59ohGM,[],"[9, 9, 42, 39, 51, 9, 52, 23, 24, 1, 29]"
3MAmn29WifAq5fGyD,"[40, 1, 9, 4, 6, 4]",[]
JmMwfWinSaLjEWCfG,"[37, 3, 0, 3]",[]
C46sTjmEKFBMouShE,"[12, 7]","[0, 54, 21, 90, 58, 46, 49, 49, 11, 16, 10, 85, 7, 7, 7, 7, 7, 101, 157]"
8Mm9op733t9ajcED7,"[28, 28, 10, 31, 2, 0, 25, 25, 6, 6, 2, 10]","[31, 0, 5, 34, 34, 25, 3, 31, 2]"
vffjDttaF9DeKBPJS,[],[]
gs4WnfpTuCnX8iZYR,"[14, 4, 1, 8, 1, 6, 1, 11, 3, 1]","[2, 22, 2]"
yJsnTmj9f8jr8KYmK,[],[]
E8CkucZoru64g4ygA,[],"[0, 0, 0, 0, 0, 0, 78, 4, 13, 32, 31, 41, 31]"
CRAjiLNJkdCwbJ3ri,"[25, 1, 2, 4, 8, 0, 18, 3, 2]","[43, 52, 32, 22, 25, 6, 18, 44, 41, 22, 47, 109, 2]"
tSRywz7wuDuaQRt4t,[],[0]
GFbNrEXvLKbzPoTxo,"[1, 1, 2, 2, 6]","[34, 15, 13, 15, 17, 68, 1, 2, 25, 5, 45, 70, 0, 8, 81, 0, 48, 62, 93, 4]"
HYbx5oZxYbciRpgmS,[],[]
LPckaP6cCQTX7iDQ5,"[4, 21, 5, 3, 11, 14, 6, 9, 11, 7, 12, 60, 3, 0, 1, 21, 33, 4, 6, 19, 15]","[54, 8, 21, 28, 42, 6, 43, 7]"
cfe83EJGN5pXeiTgj,"[17, 0]","[0, 36, 5, 147, 35, 2, 26, 17, 11, 66, 83, 0, 0, 0, 92, 94, 5, 5, 5]"
pZHxHrkwkuY7pk5Zo,[0],"[0, 100, 115, 53, 112, 5, 18, 46, 16, 11, 11, 16, 16, 52, 55, 27, 12, 44, 56, 60, 0, 64, 7, 11, 11, 13, 61, 25, 13, 13, 21, 0, 64, 78, 26, 34, 0, 21, 13, 7, 72, 16, 13, 13, 11, 71, 26, 0, 54, 24, 106]"
harXj5xnu3eK2KnEz,"[8, 4, 7, 4, 5, 85, 12, 0, 12, 10, 10, 0, 1, 15, 1]","[1, 30, 28, 77, 0, 5, 12, 0, 0, 0]"
